,0,1
0,0.66111831,-0.001118284
1,0.64319861,-0.003198625
2,0.627985635,0.00201436
3,0.626273969,0.003726026
4,0.625218397,-0.005218392
5,0.627610245,0.00238975
6,0.633880436,-0.013880431
7,0.640775341,0.029224676
8,0.637597395,-0.01759739
9,0.614176585,-0.004176571
10,0.587212827,0.012787197
11,0.563316997,-0.013316985
12,0.543550704,0.006449308
13,0.537499823,0.002500199
14,0.525394054,-0.005394073
15,0.49520357,0.00479643
16,0.471753502,-0.001753503
17,0.462864362,-0.002864354
18,0.456073643,0.003926365
19,0.452463581,-0.002463593
20,0.452882143,0.007117865
21,0.454047509,-0.014047512
22,0.459718711,0.010281288
23,0.471382204,-0.001382205
24,0.489024287,0.000975723
25,0.514428691,-0.0044287
26,0.52844179,0.001558182
27,0.516757099,0.003242882
28,0.495018104,-0.005018094
29,0.464882345,0.005117654
30,0.430967613,-0.000967606
31,0.404189526,-0.00418952
32,0.385762179,0.004237807
33,0.382447166,-0.002447171
34,0.380149403,-0.000149408
35,0.36904605,0.000953954
36,0.357641017,0.002358998
37,0.34326019,-0.003260186
38,0.346819896,0.013180119
39,0.386685504,-0.02668549
40,0.425629838,0.004370169
41,0.447675989,0.032324
42,0.469287719,-0.029287721
43,0.4846496,0.005350409
44,0.496215376,-0.006215366
45,0.510001112,0.01999886
46,0.527875622,-0.007875641
47,0.555725594,-0.015725573
48,0.589809929,0.010190095
49,0.629588652,0.010411334
50,0.676684677,-0.00668466
51,0.729933279,-0.00993325
52,0.769697511,0.00030247
53,0.780358081,0.019641931
54,0.790377801,-0.01037783
55,0.811064663,-0.011064651
56,0.832884316,0.017115708
57,0.863010148,-0.013010124
58,0.92046603,0.009533978
59,1.019018378,-0.009018388
60,1.091743723,-0.00174369
61,1.095202692,0.014797323
62,1.113461484,-0.00346147
63,1.175020133,-0.015020167
64,1.189240669,0.020759369
65,1.125268847,-0.015268833
66,1.09248887,-0.002488836
67,1.137878568,0.022121398
68,1.166436019,-0.046436014
69,1.155552644,0.064447385
70,1.15552182,-0.055521797
71,1.164812375,0.035187672
72,1.185356246,-0.005356298
73,1.233191595,-0.023191557
74,1.268056032,0.021943929
75,1.265281646,-0.005281655
76,1.274192856,-0.004192875
77,1.311097653,0.008902399
78,1.325642288,-0.015642345
79,1.301288097,0.018711955
80,1.268826437,-0.018826437
81,1.231192722,0.018807278
82,1.187682107,0.00231795
83,1.149744348,-0.029744344
84,1.137369782,0.022630185
85,1.17014378,-0.000143823
86,1.185574981,-0.005575033
87,1.145720522,0.004279454
88,1.112709755,-0.002709741
89,1.100018058,-1.80E-05
90,1.100598496,-0.010598463
91,1.135415437,0.02458453
92,1.147396335,-0.01739634
93,1.097322862,0.002677162
94,1.053053595,0.006946348
95,1.034379827,-0.014379846
96,1.024755871,0.0052441
97,1.041978719,0.008021233
98,1.069134914,0.000865139
99,1.093416116,-0.013416073
100,1.102182613,0.027817383
101,1.073078234,-0.043078262
102,1.039814082,0.01018587
103,1.017852958,0.042146985
104,0.991660625,-0.031660647
105,0.968077736,-0.008077757
106,0.945633118,0.00436687
107,0.920551038,0.01944896
108,0.896751025,-0.016751029
109,0.874055939,-0.004055934
110,0.853221625,0.006778389
111,0.835663991,0.004335983
112,0.822487129,0.027512895
113,0.815185628,-0.075185618
114,0.821421971,0.048578033
115,0.847644371,0.012355643
116,0.866169245,-0.016169222
117,0.859469035,-0.009469011
118,0.862951351,-0.002951337
119,0.889060201,0.030939816
120,0.933489284,-0.023489258
121,1.009390021,0.000609969
122,1.10349045,0.006509564
123,1.207650666,-0.007650619
124,1.275236333,0.004763638
125,1.260990007,-0.000990017
126,1.244051128,0.015948862
127,1.257572068,-0.037572039
128,1.248965279,0.041034683
129,1.218975933,-0.028975876
130,1.203141797,0.026858222
131,1.212701218,-0.03270127
132,1.212896741,-0.002896703
133,1.189500511,0.050499499
134,1.174907776,-0.03490779
135,1.176942818,-0.006942861
136,1.165407576,0.024592482
137,1.129898009,-0.029897985
138,1.121727917,0.018272068
139,1.167836994,0.002162963
140,1.202279885,0.007720153
141,1.198899063,-0.028899106
142,1.204003508,0.01599652
143,1.222119855,0.007880164
144,1.22953608,-0.019536041
145,1.225066595,0.024933405
146,1.22454902,-0.004548992
147,1.233678262,-0.023678224
148,1.243376219,0.016623771
149,1.253532433,0.006467558
150,1.256548666,-0.016548657
151,1.243144633,0.016855357
152,1.227003281,-0.017003243
153,1.213138041,0.016861978
154,1.195380945,-0.005380888
155,1.175924668,-0.005924711
156,1.142670909,0.007329067
157,1.085152056,-0.005152013
158,1.037245218,-0.017245237
159,1.01782059,0.042179352
160,0.994114474,-0.034114495
161,0.958141042,0.011858987
162,0.938328757,0.011671231
163,0.942231954,-0.032231928
164,0.951218851,0.028781168
165,0.961457704,-0.011457716
166,0.960886681,0.009113348
167,0.932355634,-0.012355617
168,0.913789742,-0.003789715
169,0.925540744,0.024459244
170,0.946186588,-0.036186562
171,0.979616302,0.040383679
172,1.005772115,-0.025772096
173,1.002390328,0.007609663
174,0.997984561,0.002015439
175,0.999872307,-0.009872298
176,0.999145601,-0.009145591
177,1.002394531,0.037605431
178,0.996866009,-0.01686599
179,0.972714986,-0.022714998
180,0.952126615,0.027873404
181,0.944417623,-0.014417616
182,0.927234604,0.002765403
183,0.89378786,0.006212116
184,0.863663962,-0.013663938
185,0.842435903,0.017564111
186,0.816875394,-0.016875382
187,0.784791595,0.015208417
188,0.765224185,-0.005224195
189,0.767752232,-0.007752242
190,0.778624414,0.001375558
191,0.795766962,0.01423304
192,0.812454001,-0.012453989
193,0.817211845,0.002788148
194,0.817301998,-0.007301995
195,0.812191446,0.017808537
196,0.789388923,-0.019388942
197,0.742950731,0.017049259
198,0.705431533,-0.015431535
199,0.69761414,0.012385839
200,0.685379941,-0.015379924
201,0.659969969,0.020030038
202,0.638319267,-0.008319272
203,0.618086672,-0.008086657
204,0.606528538,0.013471466
205,0.613264396,-0.013264373
206,0.635140415,0.00485957
207,0.675305739,0.004694269
208,0.711853476,-0.001853498
209,0.726548461,-0.006548433
210,0.73428424,0.01571576
211,0.733084021,-0.023084042
212,0.727130833,0.022869167
213,0.725814705,-0.015814727
214,0.739366294,0.010633706
215,0.781688753,-0.011688772
216,0.846714342,-0.006714368
217,0.93638044,0.033619589
218,0.998258545,-0.008258535
219,0.987793526,-0.037793538
220,1.001632406,0.028367566
221,1.083169658,0.006830376
222,1.133167963,-0.013167958
223,1.123487546,0.00651245
224,1.108348345,-0.008348321
225,1.088443414,0.01155661
226,1.062049498,-0.022049536
227,1.046287273,0.03371277
228,1.019766815,-0.019766815
229,0.972368452,-0.002368423
230,0.95223449,0.007765489
231,0.984903805,-0.004903785
232,1.027377268,-0.007377287
233,1.068814069,0.021185964
234,1.107744115,-0.017744081
235,1.123033973,0.006966023
236,1.139302317,0.000697669
237,1.167974204,-0.007974238
238,1.184779162,0.005220895
239,1.18532794,0.004672117
240,1.182597521,0.007402536
241,1.178322788,-0.028322812
242,1.156890756,0.013109201
243,1.111208729,0.018791266
244,1.069515425,-0.019515472
245,1.046916435,0.003083517
246,1.030471259,-0.010471278
247,1.024373347,0.025626605
248,1.014186059,-0.014186059
249,0.984403619,-0.0044036
250,0.96966482,0.02033519
251,0.985729407,-0.035729419
252,0.987029779,0.012970221
253,0.955092397,0.024907622
254,0.918634695,-0.008634669
255,0.879144829,-0.029144805
256,0.850231941,0.029768055
257,0.853366466,-0.013366492
258,0.840528686,-0.000528712
259,0.786431428,0.013568584
260,0.738225961,-0.008225942
261,0.707203693,-0.007203705
262,0.675777271,-0.005777254
263,0.650073006,0.029927001
264,0.63902715,-0.019027145
265,0.645996746,-0.00599676
266,0.649466459,0.010533567
267,0.635065186,-0.005065191
268,0.632117188,-0.002117193
269,0.651103369,0.008896657
270,0.666055134,-0.006055108
271,0.670514376,-0.000514359
272,0.678260091,0.001739916
273,0.689642531,0.000357466
274,0.693199376,-0.003199378
275,0.684807746,0.005192252
276,0.678246103,-0.008246086
277,0.679861615,0.010138382
278,0.675465851,-0.005465835
279,0.660986508,-0.000986481
280,0.651957667,0.008042359
281,0.654356426,-0.014356441
282,0.660037636,0.009962381
283,0.66940477,0.000595247
284,0.681238422,-0.001238415
285,0.691525034,-0.001525036
286,0.707582875,-0.007582887
287,0.732875667,0.017124333
288,0.7653069,-0.025306891
289,0.806878814,0.033121159
290,0.859861112,-0.009861088
291,0.925688648,-0.025688672
292,1.001458303,0.018541677
293,1.085466068,0.004533966
294,1.191789706,-0.001789649
295,1.329347294,-0.009347242
296,1.44048379,0.029516239
297,1.487592007,-0.047591949
298,1.533819221,0.026180722
299,1.597853113,0.012146901
300,1.64333361,-0.033333596
301,1.672082032,0.037918006
302,1.692666286,-0.04266631
303,1.701847133,0.048152867
304,1.69736167,-0.017361723
305,1.678386379,-0.028386403
306,1.677815338,0.02218471
307,1.720348797,0.009651222
308,1.749370614,0.000629386
309,1.738800616,-0.028800578
310,1.758495584,0.021504388
311,1.833599531,-0.003599488
312,1.872402155,-0.00240215
313,1.834414769,0.005585264
314,1.814978702,0.025021331
315,1.845428096,-0.065428125
316,1.855911975,0.044088001
317,1.835281117,0.004718916
318,1.83779729,-0.017797237
319,1.879294589,0.010705396
320,1.883924364,-0.01392436
321,1.814222595,0.015777448
322,1.779464295,-0.009464314
323,1.827766565,0.002233477
324,1.85880902,0.031190966
325,1.8470931,-0.067093128
326,1.78501973,0.054980304
327,1.6243113,-0.024311276
328,1.49785793,-0.007857921
329,1.491973348,0.038026623
330,1.472522299,-0.022522251
331,1.410973915,-0.010973939
332,1.408838652,0.001161315
333,1.486874955,0.023125036
334,1.513673274,-0.033673255
335,1.422610431,0.037389607
336,1.308533312,-0.00853336
337,1.181841845,-0.031841869
338,1.064830534,0.025169499
339,1.015033343,0.004966638
340,0.996073157,-0.006073147
341,1.008279699,-0.008279699
342,1.031200511,-0.00120054
343,1.030292915,0.019707038
344,1.012888403,-0.012888403
345,0.962766633,-0.002766654
346,0.950663286,0.009336692
347,1.031748441,-0.01174846
348,1.092095369,-0.002095335
349,1.086782241,0.023217773
350,1.086944852,-0.016944799
351,1.093487983,-0.003487949
352,1.084194346,-0.004194303
353,1.066441858,0.023558175
354,1.053800762,-0.0138008
355,1.054922835,-0.004922883
356,1.070606382,0.00939366
357,1.107985089,-0.007985065
358,1.113552933,-0.01355291
359,1.046753697,0.043246337
360,1.004675385,-0.034675357
361,1.031767115,0.008232847
362,1.056091179,-0.016091217
363,1.070126194,0.03987382
364,1.096024599,-0.036024656
365,1.123413996,0.01658599
