,0,1,2
0,0.657948917,-0.001006468,0.003057577
1,0.641025126,0.003670451,-0.004695591
2,0.628598328,-0.001138374,0.002540041
3,0.62331263,0.006247464,0.000439901
4,0.624979235,-0.00469178,-0.00028745
5,0.632343921,-0.004227281,0.001883355
6,0.638842725,-0.008352639,-0.010490081
7,0.640205327,0.011940685,0.017854005
8,0.629113852,0.002781918,-0.011895765
9,0.611387395,0.001988938,-0.003376318
10,0.590083312,-0.002263237,0.012179948
11,0.568140319,-0.00936129,-0.008779017
12,0.549480563,-0.001747102,0.002266551
13,0.532349429,0.007524135,0.000126458
14,0.515298384,0.006236939,-0.001535342
15,0.497072913,-0.001831627,0.004758714
16,0.479151395,-0.003757287,-0.00539411
17,0.465055452,-0.00614575,0.001090306
18,0.45586775,0.001007353,0.003124905
19,0.450704233,0.003405299,-0.004109545
20,0.449651189,0.005106818,0.005242001
21,0.451798722,-0.00414221,-0.007656515
22,0.460727005,0.002720721,0.006552273
23,0.474983799,-0.003950499,-0.001033302
24,0.494131568,-0.002260434,-0.001871125
25,0.512456204,-0.001102695,-0.001353518
26,0.522561656,0.003335867,0.004102448
27,0.516966921,0.004161396,-0.001128336
28,0.495076202,-0.002647476,-0.002428716
29,0.46396334,0.005876439,0.00016022
30,0.431386425,-0.006522268,0.00513585
31,0.40622252,-0.000873347,-0.005349168
32,0.391087167,-0.000494438,-0.000592743
33,0.382289812,-0.006709845,0.004420028
34,0.37488562,0.006806477,-0.001692102
35,0.364848468,0.00588221,-0.000730673
36,0.354393203,0.007843668,-0.002236857
37,0.349686553,-0.011812371,0.002125822
38,0.358895458,-0.00694718,0.008051737
39,0.38184377,-0.006840251,-0.015003505
40,0.415787849,0.011321517,0.002890641
41,0.448137631,0.016184452,0.015677906
42,0.470319743,-0.013916578,-0.016403167
43,0.487430318,-0.002218621,0.004788312
44,0.498619327,-0.004310849,-0.004308468
45,0.510614753,0.007716095,0.011669123
46,0.525885323,-0.001472727,-0.004412615
47,0.551309459,0.001575471,-0.012884909
48,0.588831698,-0.001705056,0.012873382
49,0.634038383,0.001519662,0.00444194
50,0.682234499,-0.002023638,-0.010210844
51,0.727298736,-0.006074033,-0.001224675
52,0.762242082,0.004981573,0.002776325
53,0.783350485,0.004060437,0.01258909
54,0.793568804,0.000869416,-0.014438249
55,0.806336147,0.002810151,-0.009146286
56,0.830709652,-0.004978324,0.024268696
57,0.871713866,-0.013662286,-0.008051556
58,0.93257446,0.008078274,-0.010652727
59,1.002875749,0.003115698,0.004008544
60,1.068761732,0.017697847,0.003540455
61,1.116619211,-0.020640252,0.014021055
62,1.144024213,-0.006870673,-0.027153526
63,1.155272402,0.002211218,0.002516346
64,1.152090634,0.027482345,0.03042706
65,1.137359908,-0.002572932,-0.024786961
66,1.129055841,-0.031567759,-0.007488049
67,1.133104688,0.002966204,0.023929075
68,1.140637448,0.001449754,-0.022087197
69,1.153821773,0.038950956,0.0272273
70,1.161172459,-0.022732263,-0.038440172
71,1.177981261,-0.01082591,0.032844696
72,1.196135532,-0.010012237,-0.006123347
73,1.219716612,0.010758381,-0.020474955
74,1.247122919,0.018436987,0.024440056
75,1.270723715,-0.005980528,-0.004743196
76,1.293897242,-0.008021484,-0.015875776
77,1.312734815,-0.010624037,0.017889275
78,1.315854171,0.005110239,-0.010964468
79,1.30026544,0.004655411,0.015079201
80,1.265934801,0.008087929,-0.02402273
81,1.225636335,0.008573257,0.015790408
82,1.187140974,-0.004372343,0.007231426
83,1.162750754,-0.024099427,-0.018651322
84,1.157723355,-0.006799945,0.009076557
85,1.159292781,0.008044819,0.002662358
86,1.155685403,0.027205103,-0.002890558
